gene_id	1622003800C	1621001800C	1622003500C	1621003700C	1621002900C	1621002200C	162200380CP	162100180CP	162200350CP	162100370CP	162100290CP	162100220CP
ENSG00000229159	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055900.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228850	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229553	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232475	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231159	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226092	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227444	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055891.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229725	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237023	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271123	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184991	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055884.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234414	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242875	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242393	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169811	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169849	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288057	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236615	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226918	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232634	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055880.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237427	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226504	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280969	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286247	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277438	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055871.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232522	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237997	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260197	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215580	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234529	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252766	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217179	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238088	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249501	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169953	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242153	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249606	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131007	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230458	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250951	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230377	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233546	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249634	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227494	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249726	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231311	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244646	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226611	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237558	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224485	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129873	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225740	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223555	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224166	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225896	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275578	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226353	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238191	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252315	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271595	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228518	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG104653.1	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG104652.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227166	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055805.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224518	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227949	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG104626.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228787	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223517	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG104625.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154620	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235462	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226863	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227447	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225117	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224060	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232730	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243980	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232226	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236477	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224567	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225433	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275828	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270242	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG104648.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271365	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278478	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274445	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229208	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147761	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232617	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231436	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236786	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236424	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234803	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270073	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230066	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238074	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286120	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232808	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275310	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG104619.1	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG104618.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224408	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232235	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231988	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230025	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273731	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173357	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228207	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180910	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232419	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG104643.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286217	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216824	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227830	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234850	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234179	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223955	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227204	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG104616.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229745	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244246	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278854	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237048	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236435	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223422	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238073	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275280	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055696.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252472	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252155	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252633	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232583	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG115267.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237701	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274365	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224953	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235895	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185700	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147753	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237563	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129816	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235094	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275352	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238235	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237195	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235175	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278585	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252468	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225878	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG104613.1	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG104637.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229518	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176679	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234652	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223600	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278847	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055659.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227289	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232195	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184895	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251841	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG115266.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288686	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055653.2	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055651.2	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055650.2	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055648.2	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055647.2	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055646.2	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055645.2	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055644.2	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055642.2	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055641.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224978	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221533	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229237	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206693	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226141	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055606.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273773	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232155	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055600.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264484	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276350	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207165	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269433	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103943.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277008	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103643.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284286	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265176	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184844	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG115093.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217889	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232249	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225110	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103639.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273877	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229979	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286939	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055527.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269475	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252205	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266560	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283751	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147381	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103930.1	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055516.2	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103928.1	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103924.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265789	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212595	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230153	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228728	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252454	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229829	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235254	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231694	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228833	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267978	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287585	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055489.2	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103628.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242186	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222313	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103626.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202051	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271175	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227505	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103625.1	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103917.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274579	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103916.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287017	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207868	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000208000	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212014	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252583	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207969	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207984	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207873	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216171	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG115246.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225660	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224440	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226388	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234748	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103620.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215943	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216075	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270709	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231093	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203923	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233548	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201912	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103617.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235598	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG115243.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276380	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235729	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225970	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226064	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225469	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288098	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221081	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103609.1	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055440.2	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG115242.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225758	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275268	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214653	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233145	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203933	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252719	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221375	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238485	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055422.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235975	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207800	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232183	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285989	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214930	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252163	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG103906.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222114	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229562	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239579	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237584	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214748	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232379	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055410.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202279	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252320	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199424	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216060	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230079	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242389	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270946	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278085	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271449	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278289	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233861	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268940	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198022	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224539	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237833	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201440	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274024	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232582	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223809	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234228	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207081	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000208005	0	0	0	0	0	0	0	0	0	0	0	0
NONHSAG055351.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207784	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199132	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216001	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232664	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284157	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283931	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284107	0	0	0	0	0	0	0	0	0	0	0	0
